host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
11837926,Manhattan,Midtown,Private room,125,7,17,0.29,3,309
1014484,Manhattan,Murray Hill,Entire home/apt,189,1,3,0.05,1,0
7691955,Manhattan,Lower East Side,Private room,81,3,9,0.19,1,0
6150328,Manhattan,East Harlem,Shared room,45,2,136,2.22,1,15
16288210,Manhattan,Washington Heights,Private room,62,3,37,0.61,1,35
16288928,Brooklyn,Park Slope,Entire home/apt,330,2,122,1.98,2,351
9502879,Manhattan,Upper East Side,Private room,80,2,10,0.25,1,0
16251030,Manhattan,Washington Heights,Shared room,65,2,9,0.21,1,0
3321910,Manhattan,Nolita,Private room,125,6,3,0.05,1,43
103640,Brooklyn,Flatbush,Entire home/apt,165,2,172,3.1,1,264
3481965,Manhattan,Greenwich Village,Private room,90,4,3,0.05,1,0
16304160,Brooklyn,South Slope,Entire home/apt,120,3,8,0.13,1,9
16306708,Brooklyn,Clinton Hill,Entire home/apt,115,7,6,0.1,1,0
16307118,Brooklyn,Prospect-Lefferts Gardens,Private room,55,1,47,0.79,1,249
16245414,Brooklyn,Bushwick,Entire home/apt,55,1,115,1.91,4,64
16329859,Brooklyn,Gowanus,Entire home/apt,400,6,34,0.56,1,1
2941712,Brooklyn,Clinton Hill,Entire home/apt,200,5,3,0.05,1,0
4427756,Brooklyn,Greenpoint,Entire home/apt,111,2,45,3.08,1,0
15384170,Brooklyn,Fort Greene,Entire home/apt,175,3,12,0.2,1,0
14337132,Manhattan,Harlem,Entire home/apt,150,2,31,0.54,1,0
5164854,Manhattan,Harlem,Private room,52,7,17,0.28,8,17
16376419,Brooklyn,Sunset Park,Entire home/apt,88,30,2,0.09,1,101
11494077,Brooklyn,Carroll Gardens,Entire home/apt,425,6,5,0.08,1,321
4928687,Manhattan,East Village,Entire home/apt,175,1,2,0.05,1,0
16385595,Brooklyn,Bedford-Stuyvesant,Private room,105,14,26,0.42,1,285
16395150,Brooklyn,Boerum Hill,Entire home/apt,265,2,10,0.18,1,0
16396714,Manhattan,Kips Bay,Private room,60,2,15,0.25,3,188
16399575,Manhattan,Washington Heights,Private room,45,3,13,0.21,1,0
4422817,Manhattan,East Harlem,Private room,89,2,7,0.92,1,0
1866033,Manhattan,Upper East Side,Entire home/apt,200,4,102,1.7,1,6
13561307,Brooklyn,Greenpoint,Entire home/apt,149,1,2,0.28,1,0
16425715,Manhattan,Harlem,Private room,80,1,134,4.36,1,227
1588656,Brooklyn,Park Slope,Entire home/apt,125,1,154,3.05,2,122
16430857,Manhattan,Harlem,Entire home/apt,78,5,13,0.22,1,0
6032480,Brooklyn,Williamsburg,Private room,65,2,152,2.5,2,80
16433878,Brooklyn,Fort Greene,Entire home/apt,350,7,5,0.14,1,0
14369316,Manhattan,Chelsea,Entire home/apt,289,2,1,0.02,1,0
16437254,Brooklyn,Sunset Park,Entire home/apt,158,30,1,0.14,21,365
16442583,Manhattan,East Harlem,Private room,50,2,6,0.11,1,0
8349905,Manhattan,Midtown,Entire home/apt,234,4,5,0.08,1,0
6726808,Manhattan,Upper West Side,Private room,69,5,2,0.03,1,0
417100,Manhattan,Chinatown,Entire home/apt,135,1,18,0.35,1,0
169843,Brooklyn,Williamsburg,Private room,89,3,73,1.19,1,359
16477306,Manhattan,Upper East Side,Entire home/apt,16,2,21,1.69,1,9
10297692,Brooklyn,Crown Heights,Entire home/apt,300,1,32,0.52,2,254
124345,Manhattan,Kips Bay,Entire home/apt,250,5,49,0.83,1,234
16499705,Brooklyn,Flatbush,Entire home/apt,70,1,5,0.08,1,0
16500110,Manhattan,Upper East Side,Private room,140,3,118,1.91,1,316
5668550,Manhattan,Midtown,Entire home/apt,175,3,18,0.3,1,0
8830645,Brooklyn,Carroll Gardens,Entire home/apt,160,3,2,0.03,1,0
9944244,Brooklyn,Prospect Heights,Private room,57,7,11,0.18,1,0
5508109,Manhattan,Chelsea,Private room,90,3,2,1.58,1,53
16514175,Queens,Elmhurst,Private room,89,2,40,0.65,5,1
16516195,Brooklyn,Park Slope,Entire home/apt,90,4,22,0.37,1,13
16525423,Manhattan,West Village,Entire home/apt,200,4,48,0.82,1,312
1746811,Brooklyn,Park Slope,Entire home/apt,100,2,52,1.08,2,30
16534981,Brooklyn,Bedford-Stuyvesant,Entire home/apt,68,30,14,0.41,5,334
16536815,Manhattan,East Village,Entire home/apt,170,4,14,0.23,1,0
13208084,Brooklyn,Crown Heights,Private room,40,28,13,0.22,3,318
14289427,Manhattan,Chinatown,Entire home/apt,500,4,6,0.18,3,341
2009585,Brooklyn,Cobble Hill,Entire home/apt,145,3,13,0.22,1,0
327673,Brooklyn,Park Slope,Entire home/apt,250,3,16,0.27,2,6
16545323,Manhattan,West Village,Entire home/apt,288,7,14,0.23,1,222
4233003,Brooklyn,Williamsburg,Entire home/apt,245,3,18,0.3,1,0
1568951,Manhattan,Harlem,Entire home/apt,80,3,12,0.25,1,0
4080758,Brooklyn,Prospect Heights,Entire home/apt,125,5,5,0.08,1,0
16566615,Manhattan,West Village,Entire home/apt,166,14,18,0.3,1,48
7105630,Manhattan,Upper West Side,Entire home/apt,330,4,11,0.18,1,260
16572580,Brooklyn,Williamsburg,Private room,60,5,6,0.16,2,0
16572957,Manhattan,East Harlem,Private room,130,1,3,0.05,1,0
16069319,Brooklyn,Gravesend,Private room,45,30,4,0.07,1,0
109738,Manhattan,Chelsea,Entire home/apt,165,3,159,2.71,1,75
16509287,Manhattan,Harlem,Private room,155,2,14,0.23,1,172
418289,Manhattan,Upper East Side,Entire home/apt,119,60,1,0.04,1,0
1174963,Brooklyn,Boerum Hill,Entire home/apt,158,3,12,0.19,1,0
16591767,Brooklyn,Williamsburg,Entire home/apt,169,5,51,0.83,1,91
16593547,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,124,2.09,1,231
16596651,Manhattan,Upper East Side,Entire home/apt,125,4,7,0.11,1,0
15055035,Queens,Astoria,Private room,70,3,25,0.41,1,353
16608415,Brooklyn,East New York,Private room,135,1,173,4.69,3,162
3716641,Manhattan,Lower East Side,Entire home/apt,99,30,8,0.13,8,170
16622685,Manhattan,Nolita,Entire home/apt,250,3,30,0.51,1,173
15740819,Brooklyn,Fort Greene,Private room,100,30,5,0.08,2,10
16580725,Brooklyn,Bedford-Stuyvesant,Entire home/apt,128,3,89,1.53,1,32
16641600,Brooklyn,Sunset Park,Entire home/apt,121,12,8,0.13,2,7
2051075,Brooklyn,Crown Heights,Entire home/apt,160,30,36,0.63,2,228
16678513,Manhattan,Gramercy,Entire home/apt,275,5,30,0.5,1,20
16680791,Manhattan,West Village,Entire home/apt,180,3,3,0.07,1,0
16680861,Manhattan,East Village,Entire home/apt,189,2,138,2.86,1,203
4279827,Brooklyn,Cypress Hills,Entire home/apt,99,2,148,2.46,1,235
12385603,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,5,120,2.0,1,193
16683574,Manhattan,Harlem,Entire home/apt,145,4,115,1.9,2,262
12465884,Manhattan,East Harlem,Private room,100,3,64,1.05,1,219
7889819,Manhattan,West Village,Entire home/apt,240,1,22,0.37,1,0
341981,Brooklyn,Bedford-Stuyvesant,Private room,90,3,52,0.85,1,0
16713474,Brooklyn,Crown Heights,Entire home/apt,220,2,55,0.91,1,306
430188,Brooklyn,Williamsburg,Private room,100,20,62,1.01,6,240
11674837,Queens,Ridgewood,Private room,59,1,142,2.34,3,359
13611255,Brooklyn,Bedford-Stuyvesant,Entire home/apt,78,30,81,1.33,3,188
14214034,Bronx,Mott Haven,Entire home/apt,75,2,85,1.41,2,253
3691863,Brooklyn,Bedford-Stuyvesant,Private room,78,3,86,1.43,1,362
12774721,Manhattan,Upper East Side,Entire home/apt,250,1,4,0.07,1,0
16751902,Manhattan,Upper West Side,Private room,44,1,2,0.05,1,0
9306976,Brooklyn,Greenpoint,Private room,69,2,25,0.47,2,125
7640229,Brooklyn,Flatbush,Entire home/apt,90,7,4,0.07,1,0
1442768,Brooklyn,East Flatbush,Entire home/apt,125,4,10,0.17,1,0
18566028,Brooklyn,Flatbush,Entire home/apt,78,18,11,0.2,1,0
16777963,Manhattan,Chinatown,Entire home/apt,785,2,85,1.52,1,331
16782573,Queens,Middle Village,Entire home/apt,99,3,160,2.65,4,299
11827364,Queens,Sunnyside,Private room,74,30,9,0.16,1,76
16789954,Manhattan,Upper West Side,Entire home/apt,130,4,2,0.06,1,0
16790098,Queens,Woodside,Entire home/apt,105,2,216,3.54,1,70
3053578,Manhattan,Upper West Side,Entire home/apt,145,7,6,0.1,1,0
16805656,Manhattan,Upper West Side,Private room,90,1,146,2.67,2,40
3840659,Brooklyn,Bedford-Stuyvesant,Entire home/apt,215,4,14,0.23,1,0
16826094,Manhattan,East Harlem,Entire home/apt,100,3,1,0.03,1,0
16834792,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,92,5,192,3.14,2,281
16838156,Manhattan,Kips Bay,Entire home/apt,185,29,5,0.08,1,2
15689833,Manhattan,Chelsea,Entire home/apt,160,4,11,0.18,1,1
7245581,Manhattan,Chelsea,Entire home/apt,93,110,12,0.26,19,329
2119276,Manhattan,West Village,Entire home/apt,300,30,13,0.24,39,291
1558222,Brooklyn,Greenpoint,Private room,75,1,3,0.05,3,0
16872923,Manhattan,Chelsea,Entire home/apt,370,1,8,0.13,1,365
16874459,Manhattan,Kips Bay,Entire home/apt,425,2,4,0.07,1,0
10457196,Brooklyn,South Slope,Entire home/apt,200,30,4,0.18,11,282
16879147,Manhattan,Midtown,Private room,125,2,55,0.89,1,348
1290508,Manhattan,Chelsea,Entire home/apt,179,10,1,0.03,1,0
16883036,Brooklyn,Bushwick,Private room,46,2,55,1.24,1,346
19402,Brooklyn,Williamsburg,Entire home/apt,150,5,37,0.76,1,86
12556197,Brooklyn,Crown Heights,Private room,52,4,37,0.6,2,0
455017,Manhattan,Washington Heights,Private room,80,1,1,0.67,1,351
317692,Brooklyn,Boerum Hill,Entire home/apt,120,2,4,0.08,1,0
16916853,Brooklyn,Sheepshead Bay,Entire home/apt,300,5,8,0.13,2,363
8882019,Brooklyn,Brooklyn Heights,Private room,110,2,1,0.02,1,189
16926937,Brooklyn,South Slope,Entire home/apt,200,1,4,0.07,1,0
4319841,Brooklyn,Windsor Terrace,Entire home/apt,75,5,9,0.16,1,0
16942970,Manhattan,Upper East Side,Entire home/apt,200,5,49,0.84,1,25
16947051,Manhattan,Chelsea,Entire home/apt,300,3,11,0.19,1,0
16948705,Manhattan,Harlem,Private room,22,10,3,0.05,1,0
7503643,Brooklyn,Greenpoint,Entire home/apt,129,30,15,0.27,52,157
16962600,Manhattan,Lower East Side,Entire home/apt,125,7,4,0.07,1,0
16968641,Manhattan,Upper East Side,Entire home/apt,185,5,18,0.3,1,31
16989237,Brooklyn,Williamsburg,Entire home/apt,158,4,17,0.28,1,0
5783747,Brooklyn,Fort Greene,Entire home/apt,316,3,29,0.49,1,6
16106756,Brooklyn,Park Slope,Entire home/apt,175,3,176,2.88,1,0
17000648,Queens,Astoria,Entire home/apt,97,3,33,0.65,1,0
17001535,Manhattan,Hell's Kitchen,Entire home/apt,175,1,1,0.02,1,347
17003476,Brooklyn,Crown Heights,Private room,72,3,6,0.1,1,83
17015217,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,5,82,1.41,1,0
17018997,Brooklyn,Flatbush,Entire home/apt,85,5,1,0.04,1,0
7549,Manhattan,Lower East Side,Entire home/apt,150,1,60,1.0,4,188
2377104,Brooklyn,Williamsburg,Entire home/apt,225,2,257,4.21,2,179
17032761,Manhattan,Midtown,Private room,400,7,5,0.09,1,0
2042864,Brooklyn,Williamsburg,Private room,125,4,14,0.3,1,0
17036912,Brooklyn,Crown Heights,Entire home/apt,200,3,153,2.64,1,260
9317567,Queens,Ridgewood,Entire home/apt,89,10,10,0.18,1,222
908514,Manhattan,Kips Bay,Entire home/apt,165,2,25,0.41,1,0
4185064,Brooklyn,Williamsburg,Entire home/apt,285,1,89,1.47,2,110
17087544,Brooklyn,Windsor Terrace,Entire home/apt,150,4,26,0.44,1,0
2468616,Brooklyn,Crown Heights,Private room,70,2,10,0.16,2,68
15310997,Manhattan,Upper East Side,Entire home/apt,300,30,3,0.05,9,365
3435970,Brooklyn,Brooklyn Heights,Entire home/apt,220,5,3,0.13,1,186
8597778,Manhattan,West Village,Entire home/apt,249,3,6,0.1,1,0
10657357,Manhattan,Washington Heights,Private room,69,3,18,0.29,4,270
12057272,Brooklyn,Greenpoint,Entire home/apt,120,30,77,1.3,1,3
17125263,Manhattan,East Harlem,Private room,69,2,60,1.05,2,271
10657357,Manhattan,Harlem,Private room,54,5,21,0.34,4,187
10657357,Manhattan,Washington Heights,Private room,50,5,24,0.39,4,177
10657357,Manhattan,Washington Heights,Private room,51,6,20,0.33,4,258
17130866,Manhattan,Hell's Kitchen,Private room,99,3,10,0.58,1,0
17132728,Manhattan,Upper West Side,Entire home/apt,290,7,1,0.03,1,0
16286162,Bronx,Allerton,Private room,49,2,114,1.87,4,240
178784,Brooklyn,Boerum Hill,Entire home/apt,115,3,6,0.1,1,0
17151343,Brooklyn,Crown Heights,Private room,78,21,60,0.99,1,0
17153037,Brooklyn,Bushwick,Entire home/apt,125,7,25,0.41,1,270
5851210,Manhattan,East Harlem,Entire home/apt,135,3,225,3.69,2,13
17157906,Manhattan,Financial District,Entire home/apt,205,2,8,0.16,1,0
17161465,Manhattan,Harlem,Entire home/apt,95,30,36,0.61,1,245
17169449,Brooklyn,Bushwick,Private room,55,3,225,3.7,1,15
17170345,Brooklyn,Brownsville,Private room,47,2,118,1.99,1,310
17171419,Manhattan,Washington Heights,Private room,39,4,48,0.82,2,12
17190169,Manhattan,Chelsea,Entire home/apt,349,5,19,0.45,1,358
17196239,Brooklyn,Williamsburg,Entire home/apt,250,1,7,0.12,1,170
4903508,Manhattan,East Village,Entire home/apt,290,7,90,1.53,1,41
1649108,Brooklyn,Vinegar Hill,Private room,85,1,83,1.51,3,21
2574806,Brooklyn,Bushwick,Entire home/apt,170,2,1,0.02,1,0
1964249,Manhattan,Lower East Side,Entire home/apt,146,11,50,0.82,1,0
17206543,Queens,Astoria,Entire home/apt,99,2,7,0.12,1,0
3640784,Brooklyn,Prospect Heights,Entire home/apt,150,3,25,0.42,1,18
5722995,Brooklyn,Williamsburg,Entire home/apt,240,2,87,1.46,1,77
17218916,Brooklyn,Williamsburg,Entire home/apt,500,2,48,0.8,1,365
4345336,Queens,Sunnyside,Private room,48,2,33,0.92,1,113
17241205,Brooklyn,Williamsburg,Entire home/apt,129,1,21,0.36,1,0
16345041,Manhattan,Hell's Kitchen,Entire home/apt,750,3,16,0.27,1,365
17243187,Manhattan,SoHo,Entire home/apt,180,5,9,0.15,1,87
12483101,Queens,Long Island City,Private room,70,3,1,0.09,1,342
17247205,Brooklyn,Park Slope,Entire home/apt,240,1,1,0.05,1,0
7398990,Brooklyn,Park Slope,Entire home/apt,100,5,10,0.17,1,0
10665748,Manhattan,East Village,Entire home/apt,122,30,7,0.12,1,339
17272284,Manhattan,Upper East Side,Entire home/apt,400,3,9,0.36,2,0
16286162,Bronx,Allerton,Private room,47,2,75,1.27,4,172
17289499,Brooklyn,Prospect Heights,Entire home/apt,140,3,12,0.2,1,4
17292935,Bronx,Mott Haven,Private room,55,1,231,3.95,2,16
4274268,Brooklyn,Crown Heights,Entire home/apt,110,4,3,0.05,1,0
17299359,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,1,0.02,2,365
11081628,Manhattan,Civic Center,Entire home/apt,80,7,6,0.18,1,0
16914467,Manhattan,Midtown,Entire home/apt,150,2,4,0.07,1,0
13148521,Manhattan,Upper West Side,Entire home/apt,200,4,4,0.07,1,0
17315514,Brooklyn,Sunset Park,Private room,50,10,1,0.03,2,0
17318747,Manhattan,Upper East Side,Private room,99,1,21,0.47,2,82
5634395,Manhattan,Harlem,Private room,60,7,11,0.18,2,0
7356757,Manhattan,Greenwich Village,Entire home/apt,225,1,39,2.73,1,49
17339848,Manhattan,Washington Heights,Entire home/apt,175,3,5,0.08,1,0
6045456,Brooklyn,Williamsburg,Private room,60,7,16,0.26,1,313
17198795,Manhattan,Upper East Side,Entire home/apt,255,2,1,0.02,1,341
8697041,Brooklyn,Williamsburg,Private room,75,15,4,0.07,2,0
17347275,Brooklyn,Gowanus,Entire home/apt,190,3,2,0.03,1,0
17051201,Brooklyn,Park Slope,Entire home/apt,495,3,15,0.27,3,198
13637847,Brooklyn,Crown Heights,Entire home/apt,98,5,11,0.18,1,188
17389236,Manhattan,Harlem,Entire home/apt,215,1,107,1.8,1,47
17130308,Brooklyn,Williamsburg,Entire home/apt,200,5,7,0.12,1,0
666862,Brooklyn,Clinton Hill,Entire home/apt,100,2,45,0.98,1,0
9604972,Manhattan,Lower East Side,Entire home/apt,110,1,1,0.02,1,0
17430718,Manhattan,Harlem,Entire home/apt,115,3,64,1.05,2,211
5220670,Manhattan,East Harlem,Private room,75,1,3,0.05,1,0
17159358,Manhattan,West Village,Entire home/apt,289,1,7,0.12,1,0
10698270,Manhattan,Upper East Side,Private room,95,1,202,3.31,2,263
1384256,Manhattan,Lower East Side,Entire home/apt,197,1,285,4.83,1,8
12220316,Brooklyn,Fort Greene,Entire home/apt,375,3,6,0.1,1,252
4060346,Staten Island,Eltingville,Private room,56,1,145,2.38,1,258
1535732,Manhattan,Upper West Side,Entire home/apt,225,15,15,0.45,1,266
17475146,Manhattan,East Harlem,Entire home/apt,70,7,1,0.02,1,0
17477908,Manhattan,Upper West Side,Entire home/apt,264,30,6,0.1,10,281
17477908,Manhattan,Upper West Side,Entire home/apt,199,30,11,0.19,10,365
17051201,Brooklyn,Park Slope,Entire home/apt,149,2,19,0.33,3,28
1499484,Brooklyn,Red Hook,Entire home/apt,142,1,169,2.8,2,306
17479416,Manhattan,East Harlem,Entire home/apt,299,4,58,0.97,2,324
16718001,Brooklyn,Bedford-Stuyvesant,Entire home/apt,50,3,15,0.25,1,0
12949460,Brooklyn,Park Slope,Entire home/apt,160,1,488,8.14,1,269
5810978,Brooklyn,Bedford-Stuyvesant,Entire home/apt,127,4,142,2.34,1,2
4374828,Brooklyn,Clinton Hill,Entire home/apt,110,3,39,0.85,1,0
6230230,Manhattan,Lower East Side,Private room,69,2,36,0.6,3,5
17299359,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,4,0.07,2,365
3395227,Manhattan,East Village,Entire home/apt,179,5,72,1.18,1,0
17527788,Brooklyn,Bushwick,Entire home/apt,144,1,51,0.84,2,85
6707119,Manhattan,Harlem,Entire home/apt,150,1,1,0.02,1,0
3841446,Brooklyn,Williamsburg,Entire home/apt,109,2,214,4.58,1,127
17208512,Brooklyn,Bay Ridge,Entire home/apt,75,3,4,0.08,1,0
17568735,Manhattan,Harlem,Entire home/apt,135,3,3,0.05,1,0
3250450,Queens,Astoria,Private room,38,30,8,0.14,18,358
15697051,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,2,231,3.82,1,251
17266994,Manhattan,Morningside Heights,Entire home/apt,146,3,91,1.52,2,223
17592620,Brooklyn,Williamsburg,Entire home/apt,318,5,19,0.32,1,268
17601262,Brooklyn,Williamsburg,Entire home/apt,140,2,133,2.52,2,283
16677326,Manhattan,Chelsea,Private room,85,1,145,3.48,12,342
17604079,Manhattan,Harlem,Entire home/apt,170,1,1,0.02,1,0
17618198,Queens,Ditmars Steinway,Private room,100,2,2,0.03,1,365
6145540,Manhattan,Nolita,Entire home/apt,350,4,8,0.13,1,196
10034987,Manhattan,Upper West Side,Entire home/apt,199,3,25,0.42,1,0
380728,Brooklyn,Williamsburg,Private room,77,6,17,0.29,1,188
11308483,Manhattan,Kips Bay,Private room,80,1,2,0.03,1,0
17658078,Bronx,Mott Haven,Private room,79,2,11,0.19,1,0
17671787,Brooklyn,Bushwick,Private room,550,3,5,0.1,1,358
130216,Brooklyn,Brooklyn Heights,Entire home/apt,155,5,7,0.12,1,17
17681072,Manhattan,Greenwich Village,Entire home/apt,275,30,12,0.2,1,358
17347754,Brooklyn,Williamsburg,Entire home/apt,119,2,10,0.18,1,0
17682043,Brooklyn,Greenpoint,Entire home/apt,85,20,5,0.09,1,0
17616305,Manhattan,Harlem,Private room,90,2,127,2.15,1,58
617127,Brooklyn,Crown Heights,Entire home/apt,135,5,53,0.9,1,191
4904811,Brooklyn,Williamsburg,Private room,90,3,230,3.79,1,125
6153186,Brooklyn,Williamsburg,Entire home/apt,150,1,5,0.08,1,0
4847926,Brooklyn,Flatbush,Private room,38,3,76,1.3,3,253
1475015,Manhattan,Kips Bay,Entire home/apt,87,30,4,0.07,52,343
17711637,Brooklyn,Kensington,Entire home/apt,210,5,3,0.05,1,0
5407403,Manhattan,Inwood,Private room,80,2,50,0.83,1,6
17719747,Brooklyn,Fort Greene,Entire home/apt,250,3,20,0.39,1,323
17730490,Manhattan,Chelsea,Entire home/apt,175,1,18,0.31,1,0
922478,Brooklyn,Clinton Hill,Private room,65,1,52,0.87,2,82
17737666,Manhattan,East Village,Entire home/apt,140,1,48,0.81,1,0
17739111,Manhattan,Harlem,Entire home/apt,129,4,17,0.28,1,64
515946,Manhattan,East Village,Entire home/apt,159,4,45,0.75,1,87
4254072,Manhattan,West Village,Entire home/apt,249,3,44,0.74,1,332
14902860,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,52,0.91,5,333
6491377,Brooklyn,Bedford-Stuyvesant,Private room,79,4,70,1.19,1,308
9952523,Brooklyn,Crown Heights,Entire home/apt,125,3,10,0.22,1,0
228012,Manhattan,Harlem,Entire home/apt,135,5,76,1.28,1,257
7665324,Manhattan,Lower East Side,Entire home/apt,151,2,5,0.1,2,46
17773625,Manhattan,Tribeca,Entire home/apt,600,3,73,1.23,1,282
12291588,Brooklyn,Bedford-Stuyvesant,Entire home/apt,59,1,142,2.63,1,318
1457351,Manhattan,Lower East Side,Entire home/apt,273,4,85,1.41,1,91
12337318,Manhattan,Harlem,Private room,70,2,28,0.82,2,80
17781037,Manhattan,Harlem,Private room,95,1,2,0.03,1,0
254846,Brooklyn,Bedford-Stuyvesant,Entire home/apt,399,3,49,0.96,4,269
9510645,Brooklyn,Bushwick,Private room,96,1,332,5.57,2,355
6828085,Manhattan,West Village,Shared room,110,1,47,0.81,1,362
17791467,Manhattan,Harlem,Private room,69,2,249,4.12,2,132
7157099,Brooklyn,Prospect-Lefferts Gardens,Private room,85,2,67,1.56,3,264
13337141,Manhattan,Lower East Side,Entire home/apt,150,2,121,2.02,1,0
506909,Manhattan,Kips Bay,Entire home/apt,170,1,9,0.15,1,0
16583238,Manhattan,Lower East Side,Entire home/apt,125,5,12,0.2,1,0
17820079,Manhattan,East Village,Private room,130,1,191,3.17,1,0
17820464,Manhattan,East Village,Entire home/apt,145,1,358,5.96,1,3
747031,Brooklyn,Williamsburg,Entire home/apt,500,1,138,2.34,1,282
3912009,Manhattan,Harlem,Private room,95,3,160,2.78,2,0
17842194,Brooklyn,Crown Heights,Entire home/apt,150,4,9,0.15,2,0
17224426,Brooklyn,Bedford-Stuyvesant,Private room,56,2,180,3.04,1,0
7879349,Brooklyn,Greenpoint,Private room,60,1,1,0.02,1,0
7458731,Brooklyn,East Flatbush,Entire home/apt,85,3,37,0.62,1,310
7250241,Manhattan,Lower East Side,Private room,80,5,3,0.05,1,0
6212988,Manhattan,West Village,Private room,100,3,16,0.26,1,0
17866326,Brooklyn,Bushwick,Private room,54,3,2,0.05,2,0
3563304,Brooklyn,Bedford-Stuyvesant,Entire home/apt,113,4,38,0.63,1,191
6309019,Brooklyn,Williamsburg,Entire home/apt,200,2,175,2.93,1,303
16974369,Manhattan,Harlem,Private room,75,5,5,0.1,1,0
17874864,Manhattan,Harlem,Shared room,200,1,31,0.53,1,365
1439449,Brooklyn,South Slope,Entire home/apt,110,30,4,0.07,1,220
319077,Brooklyn,Clinton Hill,Entire home/apt,500,3,19,0.36,4,365
15735446,Brooklyn,Williamsburg,Entire home/apt,200,1,14,0.24,1,336
2879920,Manhattan,Upper East Side,Private room,69,60,9,0.16,2,90
17891677,Manhattan,West Village,Entire home/apt,200,5,64,1.09,1,329
7157099,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,5,7,0.15,3,14
2120259,Brooklyn,Crown Heights,Private room,45,4,37,0.64,4,281
7245581,Manhattan,Washington Heights,Entire home/apt,70,180,7,0.12,19,308
17906693,Manhattan,Hell's Kitchen,Private room,200,2,62,1.06,1,304
17920050,Manhattan,Midtown,Entire home/apt,308,2,9,0.15,1,0
17920926,Manhattan,Nolita,Entire home/apt,270,5,8,0.21,1,0
8924899,Manhattan,East Village,Entire home/apt,365,2,62,1.02,1,28
6911276,Brooklyn,Clinton Hill,Private room,99,1,83,1.39,1,248
17953139,Manhattan,Lower East Side,Entire home/apt,175,7,9,0.27,1,255
298914,Manhattan,Gramercy,Entire home/apt,220,4,60,1.01,1,4
7499240,Manhattan,Washington Heights,Private room,80,1,3,0.05,2,314
1673750,Brooklyn,Park Slope,Entire home/apt,230,2,7,0.15,1,0
7438973,Manhattan,Harlem,Private room,60,30,2,0.19,1,183
1239959,Manhattan,Greenwich Village,Private room,120,14,1,0.03,1,0
18007776,Brooklyn,Prospect-Lefferts Gardens,Private room,45,14,8,0.81,4,31
18008945,Manhattan,East Harlem,Entire home/apt,100,4,50,0.83,1,12
18032197,Brooklyn,Sunset Park,Entire home/apt,100,4,25,1.11,1,0
18038832,Manhattan,Chelsea,Entire home/apt,230,1,29,0.49,1,0
18041691,Manhattan,Harlem,Entire home/apt,225,1,5,0.09,1,0
3771272,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,60,1.0,1,156
3609048,Brooklyn,Crown Heights,Private room,99,2,8,0.17,3,365
18018059,Brooklyn,Bushwick,Entire home/apt,122,1,157,2.64,1,235
11495235,Brooklyn,Bushwick,Entire home/apt,150,1,2,0.03,1,0
17943391,Manhattan,Harlem,Entire home/apt,140,2,292,4.95,2,186
3588028,Manhattan,Lower East Side,Entire home/apt,150,3,18,0.3,1,0
14898658,Brooklyn,Windsor Terrace,Private room,38,30,77,1.28,11,309
8483704,Manhattan,West Village,Entire home/apt,200,7,16,1.09,1,50
6310115,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,12,0.31,1,0
5164854,Manhattan,Harlem,Private room,45,6,13,0.23,8,346
18105672,Brooklyn,Williamsburg,Private room,90,30,1,0.02,1,0
6150064,Queens,Astoria,Private room,85,2,2,0.04,1,0
18108212,Queens,St. Albans,Entire home/apt,108,2,81,1.35,1,328
18115545,Brooklyn,Prospect Heights,Entire home/apt,129,3,15,0.25,1,204
7076239,Brooklyn,Fort Greene,Entire home/apt,275,2,180,2.99,2,290
12485770,Manhattan,Midtown,Entire home/apt,148,30,9,0.15,9,329
18142696,Manhattan,East Village,Entire home/apt,160,2,5,0.08,1,0
16834792,Brooklyn,Crown Heights,Entire home/apt,130,5,150,2.48,2,309
18146661,Brooklyn,Park Slope,Private room,180,3,192,3.2,1,60
18147523,Manhattan,Washington Heights,Private room,50,1,14,0.23,1,0
18150845,Manhattan,Washington Heights,Private room,145,6,61,1.17,1,257
18151946,Manhattan,Chinatown,Private room,94,7,17,0.28,1,0
17898189,Manhattan,Upper East Side,Entire home/apt,180,2,24,0.41,1,0
146825,Manhattan,Nolita,Private room,80,6,3,0.07,1,0
18156556,Brooklyn,Bedford-Stuyvesant,Entire home/apt,97,3,15,0.25,1,0
11430190,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,2,51,0.86,1,179
14157138,Brooklyn,Brownsville,Entire home/apt,70,2,56,0.94,1,1
16809056,Queens,Astoria,Entire home/apt,120,3,29,0.55,1,0
